AR_Ref,FA_CodeFamille,AR_Design,Colonne1,AR_PrixVen,Stock TOTAL
SOBP2E,BATORDPOR,SONY BATTERIE ORDINATEUR BP2E,BATTERIE ORDINATEUR PORTABLE,10000,1
SOBP2NX,BATORDPOR,SONY BATTERIE ORDINATEUR BP2NX,BATTERIE ORDINATEUR PORTABLE,10000,2
SOBP2R,BATORDPOR,SONY BATTERIE ORDINATEUR BP2R,BATTERIE ORDINATEUR PORTABLE,10000,2
SOBP2V,BATORDPOR,SONY BATTERIE ORDINATEUR BP2V,BATTERIE ORDINATEUR PORTABLE,10000,0
SOBPLYN4000PAN,BATORDPOR,SONY BATTERIE ORDINATEUR BPLYN4000PAN,BATTERIE ORDINATEUR PORTABLE,10000,0
SOBPS11,BATORDPOR,SONY BATTERIE ORDINATEUR BPS11,BATTERIE ORDINATEUR PORTABLE,10000,2
SOBPS12,BATORDPOR,SONY BATTERIE ORDINATEUR BPS12,BATTERIE ORDINATEUR PORTABLE,10000,1
SOBPS13,BATORDPOR,SONY BATTERIE ORDINATEUR BPS-13,BATTERIE ORDINATEUR PORTABLE,20000,7
SOBPS14,BATORDPOR,SONY BATTERIE ORDINATEUR BPS14 VGN-TT11L/B VGN-TT11M,BATTERIE ORDINATEUR PORTABLE,10000,2
SOBPS15,BATORDPOR,SONY BATTERIE ORDINATEUR BPS15,BATTERIE ORDINATEUR PORTABLE,10000,3
SOBPS18,BATORDPOR,SONY BATTERIE ORDINATEUR SOBPS18,BATTERIE ORDINATEUR PORTABLE,10000,1
SOBPS2,BATORDPOR,SONY BATTERIE ORDINATEUR BPS2/BPS13 / BPS21,BATTERIE ORDINATEUR PORTABLE,20000,2
SOBPS20,BATORDPOR,SONY BATTERIE ORDINATEUR BPS20 VPCZ115GG  VPCZ112GDS VPCZ11DGX/SJ,BATTERIE ORDINATEUR PORTABLE,10000,8
SOBPS22,BATORDPOR,SONY BATTERIE ORDINATEUR BPS22 VPC-E1Z1E VPC-EA1,BATTERIE ORDINATEUR PORTABLE,22500,3
SOBPS24,BATORDPOR,SONY BATTERIE ORDINATEUR BPS24 SONY SA/SB/SC/SD/SE/SERIES SONY,BATTERIE ORDINATEUR PORTABLE,30000,0
SOBPS26,BATORDPOR,SONY BATTERIE ORDINATEUR BPS26 /,BATTERIE ORDINATEUR PORTABLE,20000,5
SOBPS2NX,BATORDPOR,SONY BATTERIE ORDINATEUR BPS2NX,BATTERIE ORDINATEUR PORTABLE,10000,0
SOBPS2T,BATORDPOR,SONY BATTERIE ORDINATEUR BPS2T,BATTERIE ORDINATEUR PORTABLE,10000,2
SOBPS30,BATORDPOR,SONY BATTERIE ORDINATEUR BPS30,BATTERIE ORDINATEUR PORTABLE,10000,1
SOBPS35,BATORDPOR,SONY BATTERIE ORDINATEUR BPS35 SONY VIAO FIT 14E SERIES SONY VIAO FIT,BATTERIE ORDINATEUR PORTABLE,10000,9
SOBPS5,BATORDPOR,SONY BATTERIE ORDINATEUR BPS5,BATTERIE ORDINATEUR PORTABLE,10000,0
SOBPS9,BATORDPOR,SONY BATTERIE ORDINATEUR BPS9,BATTERIE ORDINATEUR PORTABLE,25000,2
SOCOMPADDV8000,BATORDPOR,SONY BATTERIE ORDINATEUR COMPAD DV 8000,BATTERIE ORDINATEUR PORTABLE,10000,3
SOCOMPADF4809A,BATORDPOR,SONY BATTERIE ORDINATEUR COMPAD F4809A,BATTERIE ORDINATEUR PORTABLE,10000,1
SODP2V,BATORDPOR,SONY BATTERIE ORDINATEUR DP2V,BATTERIE ORDINATEUR PORTABLE,10000,0
SOFPCBP250,BATORDPOR,SONY BATTERIE ORDINATEUR FPCBP250,BATTERIE ORDINATEUR PORTABLE,10000,0
SOFU809A,BATORDPOR,SONY BATTERIE ORDINATEUR FU809A,BATTERIE ORDINATEUR PORTABLE,10000,1
SOG430,BATORDPOR,SONY BATTERIE ORDINATEUR G430,BATTERIE ORDINATEUR PORTABLE,10000,0
SON400C,BATORDPOR,SONY BATTERIE ORDINATEUR N400C,BATTERIE ORDINATEUR PORTABLE,10000,2
SON600C,BATORDPOR,SONY BATTERIE ORDINATEUR N600C,BATTERIE ORDINATEUR PORTABLE,10000,1
SONBPS13,BATORDPOR,SONY BATTERIE ORDINATEUR BPS13 SR SERIES BPS21 VGN-SR16 BPS2,BATTERIE ORDINATEUR PORTABLE,10000,0
SONX7000,BATORDPOR,SONY BATTERIE ORDINATEUR NX7000,BATTERIE ORDINATEUR PORTABLE,10000,1
SOR300,BATORDPOR,SONY BATTERIE ORDINATEUR R300,BATTERIE ORDINATEUR PORTABLE,10000,0
SOS5,BATORDPOR,SONY BATTERIE ORDINATEUR S5,BATTERIE ORDINATEUR PORTABLE,10000,0
SQU504,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR SQU-504,BATTERIE ORDINATEUR PORTABLE,10000,0
SQU702,BATORDPOR,BATTERIE ORDINATEUR PACKARD BELL SQU-702,BATTERIE ORDINATEUR PORTABLE,10000,2
T30,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR T30 IBM THINKPAD T30 SERIES,BATTERIE ORDINATEUR PORTABLE,10000,0
T40,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR T40,BATTERIE ORDINATEUR PORTABLE,10000,0
T400,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR T400,BATTERIE ORDINATEUR PORTABLE,10000,0
T400S,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR T400S,BATTERIE ORDINATEUR PORTABLE,10000,0
T40S,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR T40S,BATTERIE ORDINATEUR PORTABLE,10000,0
T410,BATORDPOR,LENOVO BATTERIE ORDINATEUR T410/SL410/T510,BATTERIE ORDINATEUR PORTABLE,10000,0
T420S,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR T420S,BATTERIE ORDINATEUR PORTABLE,10000,1
T430,BATORDPOR,LENOVO BATTERIE ORDINATEUR T430 THINKPAD T420I THINKPAD T430 TP T430I,BATTERIE ORDINATEUR PORTABLE,20000,0
T61BK,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR T61,BATTERIE ORDINATEUR PORTABLE,10000,1
TO3178,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3178,BATTERIE ORDINATEUR PORTABLE,10000,2
TO3191,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3191U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,0
TO3284,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3284,BATTERIE ORDINATEUR PORTABLE,10000,1
TO3285,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3285,BATTERIE ORDINATEUR PORTABLE,10000,0
TO3307,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3307U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,0
TO3331,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA 3331U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,6
TO3356,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA3356U-1BRS TOSHIBA DYNABOOK QOSMIO F20/,BATTERIE ORDINATEUR PORTABLE,10000,3
TO3395,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA3395U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,2
TO3399,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3399  TOSHIBA DYNABOOK CX/45A DYNABOOK,BATTERIE ORDINATEUR PORTABLE,10000,0
TO3420,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR  PA3420U-1BRS TOSHIBA EQUIUM L100-186 EQU,BATTERIE ORDINATEUR PORTABLE,10000,6
TO3465,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA3465U-1BRS TOSHIBA DYNABOOK AX/55A,BATTERIE ORDINATEUR PORTABLE,10000,3
TO3479,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3479U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,2
TO3534,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3533/3534,BATTERIE ORDINATEUR PORTABLE,15000,10
TO3536,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3536 / TOSHIBA EQUIUM P200-178 EQUIUM,BATTERIE ORDINATEUR PORTABLE,10000,0
TO3588,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3588,BATTERIE ORDINATEUR PORTABLE,10000,0
TO3612,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA3612U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,3
TO3634,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3634 / TOSHIBA DYNABOOK,BATTERIE ORDINATEUR PORTABLE,10000,13
TO3672,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA3672U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,1
TO3691,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA3691U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,0
TO3729,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA 3729U-1BRS,BATTERIE ORDINATEUR PORTABLE,15000,1
TO3731,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA3731U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,0
TO3757,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3757U-1BRS FIT LAPTOP MODELS TOSHIBA QOSM,BATTERIE ORDINATEUR PORTABLE,10000,3
TO3780,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3780 T131/T132/T133//T112/T115/3780-8-3S2,BATTERIE ORDINATEUR PORTABLE,10000,0
TO3785,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3785/NB300,BATTERIE ORDINATEUR PORTABLE,15000,8
TO3788,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3788,BATTERIE ORDINATEUR PORTABLE,10000,0
TO3817,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3817 /3819/3780,BATTERIE ORDINATEUR PORTABLE,15000,10
TO3820,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3820,BATTERIE ORDINATEUR PORTABLE,10000,8
TO3832,BATORDPOR,TOSHIBA BATTERIE ORD R830/ 3832 / R930 / R705,BATTERIE ORDINATEUR PORTABLE,10000,0
TO3833,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA 3833U,BATTERIE ORDINATEUR PORTABLE,10000,1
TO3904,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA3904U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,1
TO3931,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3931,BATTERIE ORDINATEUR PORTABLE,10000,2
TO5024,BATORDPOR,TOSHIBA BATTERIE ORD 5024 / T752 DYNABOOK Q T752 / 5109 /,BATTERIE ORDINATEUR PORTABLE,15000,6
TO5036,BATORDPOR,"TOSHIBA BATTERIE ORDINATEUR 5036/X70/, X75/, X870 X875 ",BATTERIE ORDINATEUR PORTABLE,15000,6
TO5076,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 5076 TOSHIBA STELLITE L900 SERIES TOSHIBA,BATTERIE ORDINATEUR PORTABLE,10000,8
TO5107,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 5107,BATTERIE ORDINATEUR PORTABLE,20000,5
TO5156,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR TOPA5156- 1BRS,BATTERIE ORDINATEUR PORTABLE,10000,2
TO5162,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 5162/5161U,BATTERIE ORDINATEUR PORTABLE,15000,0
TO5185,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA5185-1BRS / PA5184/5195,BATTERIE ORDINATEUR PORTABLE,10000,0
TO5186,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 5186,BATTERIE ORDINATEUR PORTABLE,10000,0
TO5195,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 5195,BATTERIE ORDINATEUR PORTABLE,10000,0
TO5208,BATORDPOR,"TOSHIBA BATTERIE ORDINATEUR 5208 TOSHIBA SATE LITE U925T, U920T",BATTERIE ORDINATEUR PORTABLE,10000,2
TOPA3191U1BRS,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA3191U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,0
TOPA3399U1BRS,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA3399U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,0
TOPA3480U1BRS,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA3480U-1BRS/PA3479U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,0
TOPA3757U-1BRS,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA 3757U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,0
TOPA3757U1BRS,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA3757U-1BRS,BATTERIE ORDINATEUR PORTABLE,10000,0
TOR700BK,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR  R700BK,BATTERIE ORDINATEUR PORTABLE,10000,0
U101,BATORDPOR,BENQ BATTERIE ORDINATEUR U101,BATTERIE ORDINATEUR PORTABLE,10000,1
U330,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR U330/UE330,BATTERIE ORDINATEUR PORTABLE,20000,4
U350,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR U350,BATTERIE ORDINATEUR PORTABLE,10000,1
U450,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR U450,BATTERIE ORDINATEUR PORTABLE,10000,2
UN755,BATORDPOR,FUJITSU BATTERIE ORDINATEUR UN755,BATTERIE ORDINATEUR PORTABLE,10000,0
V100,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR V100,BATTERIE ORDINATEUR PORTABLE,10000,2
V3515,BATORDPOR,FUJITSU BATTERIE ORDINATEUR V3515,BATTERIE ORDINATEUR PORTABLE,10000,0
V6536,BATORDPOR,FUJITSU BATTERIE ORDINATEUR V6536,BATTERIE ORDINATEUR PORTABLE,10000,0
X100FUJITSU,BATORDPOR,FUJITSU BATTERIE ORDINATEUR X100FUJITSU,BATTERIE ORDINATEUR PORTABLE,10000,0
X100IBMLENOVO,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR X100,BATTERIE ORDINATEUR PORTABLE,10000,0
X20,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR X20,BATTERIE ORDINATEUR PORTABLE,10000,2
X200,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR X200,BATTERIE ORDINATEUR PORTABLE,10000,0
X25,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR X25,BATTERIE ORDINATEUR PORTABLE,10000,0
X30,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR X30,BATTERIE ORDINATEUR PORTABLE,10000,2
X40,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR X40,BATTERIE ORDINATEUR PORTABLE,10000,1
X60,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR X60,BATTERIE ORDINATEUR PORTABLE,10000,10
X60BK,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR X60BK,BATTERIE ORDINATEUR PORTABLE,10000,2
X61,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR X61,BATTERIE ORDINATEUR PORTABLE,10000,5
Y330,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR Y330,BATTERIE ORDINATEUR PORTABLE,15000,5
Y410,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR Y410,BATTERIE ORDINATEUR PORTABLE,10000,3
Y430,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR Y430,BATTERIE ORDINATEUR PORTABLE,10000,2
Y490,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR Y490,BATTERIE ORDINATEUR PORTABLE,20000,4
Z60M,BATORDPOR,IBM-LENOVO BATTERIE ORDINATEUR Z60M/ 42T4617/,BATTERIE ORDINATEUR PORTABLE,10000,2
Z60T,BATORDPOR,LENOVO BATTERIE ORDINATEUR Z60T IBM/92P1123,BATTERIE ORDINATEUR PORTABLE,10000,2
DEXPS16,BATORDPOR,DELL BATTERIE ORDINATEUR XPS16 / XPS 1640-8-3S2P,BATTERIE ORDINATEUR PORTABLE,10000,4
DEE5540,BATORDPOR,DELL BATTERIE ORDINATEUR E5540 / E5440-T-3S2P,BATTERIE ORDINATEUR PORTABLE,20000,0
DERDSJ,BATORDPOR,DELL BATTERIE ORDINATEUR RDSJ / L421X / 4rxfk,BATTERIE ORDINATEUR PORTABLE,25000,3
ASC31N1431,BATORDPOR,ASUS BATTERIE ORDINATEUR C31N1431,BATTERIE ORDINATEUR PORTABLE,25000,12
HPMG04,BATORDPOR,HP BATTERIE ORDINATEUR HP MG04,BATTERIE ORDINATEUR PORTABLE,20000,0
DEOPD19,BATORDPOR,DELL BATTERIE ORDINATEUR OPD19,BATTERIE ORDINATEUR PORTABLE,25000,5
DE7390,BATORDPOR,DELL BATTERIE ORDINATEUR 7390 / 71TG4 11.4V 45WH LATITUDE 5289,BATTERIE ORDINATEUR PORTABLE,25000,0
ASC31N1411,BATORDPOR,ASUS BATTERIE ORDINATEUR C31N1411,BATTERIE ORDINATEUR PORTABLE,25000,7
LEGYIYGY,BATORDPOR,LENOVO BATTERIE ORDINATEUR GYIYGY,BATTERIE ORDINATEUR PORTABLE,20000,0
TO5170,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA5170U-1BRS / PA5207U-1BRS,BATTERIE ORDINATEUR PORTABLE,25000,1
TO3905,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR 3905 /3904 /R850,BATTERIE ORDINATEUR PORTABLE,10000,3
DED600,BATORDPOR,DELL BATTERIE ORDINATEUR LATITUDE D600 / D500,BATTERIE ORDINATEUR PORTABLE,10000,4
AS1UX303,BATORDPOR,ASUS BATTERIE ORDINATEUR UX303 / C31N1339-3S1P,BATTERIE ORDINATEUR PORTABLE,15000,0
LENU260,BATORDPOR,LENOVO BATTERIE ORDINATEUR U260,BATTERIE ORDINATEUR PORTABLE,25000,2
ACAP12F3F,BATORDPOR,ACER BATTERIE ORDINATEUR AP12F3J,BATTERIE ORDINATEUR PORTABLE,25000,5
LENX230,BATORDPOR,LENOVO BATTERIE ORDINATEUR X230-QJ-3S2P,BATTERIE ORDINATEUR PORTABLE,25000,0
HPCI03XL,BATORDPOR,HP BATTERIE ORDINATEUR CI03XL / HP CI03-3S1P /640 G2,BATTERIE ORDINATEUR PORTABLE,20000,0
LE00HW028,BATORDPOR,LENOVO BATTERIE ORDINATEUR X1C 00HW028,BATTERIE ORDINATEUR PORTABLE,25000,0
HPAT02XL,BATORDPOR,HP BATTERIE ORDINATEUR AT02XL Notebook,BATTERIE ORDINATEUR PORTABLE,20000,7
DE7437,BATORDPOR,DELL BATTERIE ORDINATEUR INSPIRO14 7437,BATTERIE ORDINATEUR PORTABLE,30000,4
DEF620G0,BATORDPOR,DELL BATTERIE ORDINATEUR F62G0 38Wh / 7370 / 7380,BATTERIE ORDINATEUR PORTABLE,25000,3
LEM4400,BATORDPOR,LENOVO BATTERIE ORDINATEUR M4400 B5070,BATTERIE ORDINATEUR PORTABLE,20000,3
DE93FTF,BATORDPOR,DELL BATTERIE ORDINATEUR 93FTF 51Wh 11.4V 5280 / 5480,BATTERIE ORDINATEUR PORTABLE,25000,0
AC13C34,BATORDPOR,ACER BATTERIE ORDINATEUR AC13C34,BATTERIE ORDINATEUR PORTABLE,15000,0
HPTT03XL,BATORDPOR,HP BATTERIE ORDINATEUR TT03XL,BATTERIE ORDINATEUR PORTABLE,25000,3
HPRE03XL,BATORDPOR,HP BATTERIE ORDINATEUR RE03XL / 450 G6,BATTERIE ORDINATEUR PORTABLE,20000,3
DEXCNR3,BATORDPOR,DELL BATTERIE ORDINATEUR XCNR3,BATTERIE ORDINATEUR PORTABLE,25000,1
A1965,BATORDPOR,APPLE BATTERIE ORDINATEUR MACBOOK A1965 / A1932 / A2179,BATTERIE ORDINATEUR PORTABLE,40000,5
HPPS03,BATORDPOR,HP BATTERIE ORDINATEUR PS03XL,BATTERIE ORDINATEUR PORTABLE,25000,4
DE2NJNF,BATORDPOR,DELL BATTERIE ORDINATEUR 2NJNF / 5423 / 44WH,BATTERIE ORDINATEUR PORTABLE,25000,9
DE33YDH,BATORDPOR,DELL BATTERIE ORDINATEUR 33YDH / 7778,BATTERIE ORDINATEUR PORTABLE,30000,0
DEM5510,BATORDPOR,DELL BATTERIE ORDINATEUR M5510 / XPS 56 / 9560 / 9570,BATTERIE ORDINATEUR PORTABLE,30000,2
HPLK03XL,BATORDPOR,HP BATTERIE ORDINATEUR LK03XL,BATTERIE ORDINATEUR PORTABLE,20000,4
HPCP03XL,BATORDPOR,HP BATTERIE ORDINATEUR CP03XL,BATTERIE ORDINATEUR PORTABLE,25000,0
LENX220,BATORDPOR,LENOVO BATTERIE ORDINATEUR X220,BATTERIE ORDINATEUR PORTABLE,20000,0
DEXT3,BATORDPOR,DELL BATTERIE ORDINATEUR LATITUDE XT3 6-CELL / 336-1,BATTERIE ORDINATEUR PORTABLE,25000,6
LENL17C4PB0,BATORDPOR,LENOVO BATTERIE ORDINATEUR L17C4PB0,BATTERIE ORDINATEUR PORTABLE,25000,5
LENL15L3A03,BATORDPOR,LENOVO BATTERIE ORDINATEUR IDEAPAD 110 L15L3A03 / L15C3A03 / L15S3A02,BATTERIE ORDINATEUR PORTABLE,20000,0
HPDM3,BATORDPOR,HP BATTERIE ORDINATEUR DM3 / HSTNN-DB0L,BATTERIE ORDINATEUR PORTABLE,25000,4
LEN45N1071,BATORDPOR,LENOVO BATTERIE ORDINATEUR 45N1071 / 45N1070 / 3444,BATTERIE ORDINATEUR PORTABLE,25000,3
HPOT06XL,BATORDPOR,HP BATTERIE ORDINATEUR OT06XL / HP2710JW-JHW,BATTERIE ORDINATEUR PORTABLE,20000,5
HPBM04,BATORDPOR,HP BATTERIE ORDINATEUR BM04,BATTERIE ORDINATEUR PORTABLE,25000,3
HPBK03,BATORDPOR,HP BATTERIE ORDINATEUR BK03,BATTERIE ORDINATEUR PORTABLE,20000,0
HPSE03,BATORDPOR,HP BATTERIE ORDINATEUR SE03,BATTERIE ORDINATEUR PORTABLE,20000,0
HPHV03,BATORDPOR,HP BATTERIE ORDINATEUR HV03,BATTERIE ORDINATEUR PORTABLE,20000,0
HPST03,BATORDPOR,HP BATTERIE ORDINATEUR ST03,BATTERIE ORDINATEUR PORTABLE,25000,4
HPGM02,BATORDPOR,HP BATTERIE ORDINATEUR GM02,BATTERIE ORDINATEUR PORTABLE,20000,3
ASG750,BATORDPOR,ASUS BATTERIE ORDINATEUR G750 / COURT,BATTERIE ORDINATEUR PORTABLE,15000,5
ASX580,BATORDPOR,ASUS BATTERIE ORDINATEUR X580U / C21N1634,BATTERIE ORDINATEUR PORTABLE,15000,0
ASX101,BATORDPOR,ASUS BATTERIE ORDINATEUR X101,BATTERIE ORDINATEUR PORTABLE,10000,5
ASB31N1637,BATORDPOR,ASUS BATTERIE ORDINATEUR B31N1637,BATTERIE ORDINATEUR PORTABLE,25000,5
ASB31N1336,BATORDPOR,ASUS BATTERIE ORDINATEUR B31N1336 / S551,BATTERIE ORDINATEUR PORTABLE,25000,0
AC1410,BATORDPOR,ACER BATTERIE ORDINATEUR ASPIRE 1410,BATTERIE ORDINATEUR PORTABLE,10000,9
ASG750L,BATORDPOR,ASUS BATTERIE ORDINATEUR G750 / LONG,BATTERIE ORDINATEUR PORTABLE,25000,0
DEF7HVR,BATORDPOR,DELL BATTERIE ORDINATEUR F7HVR / 7537 / 7737,BATTERIE ORDINATEUR PORTABLE,25000,0
DEGJKNX,BATORDPOR,DELL BATTERIE ORDINATEUR GJKNX/E5480/E5580/E5490/E5590/3520,BATTERIE ORDINATEUR PORTABLE,25000,0
DEH5H20,BATORDPOR,DELL BATTERIE ORDINATEUR H5H20 / XPS15 9560 / 5D91C,BATTERIE ORDINATEUR PORTABLE,30000,0
LE45N1110,BATORDPOR,LENOVO BATTERIE ORDINATEUR 45N1110 / X240S,BATTERIE ORDINATEUR PORTABLE,20000,9
TOPA5149,BATORDPOR,TOSHIBA BATTERIE ORDINATEUR PA5149,BATTERIE ORDINATEUR PORTABLE,25000,4
A1618,BATORDPOR,APPLE BATTERIE ORDINATEUR MACBOOK A1618,BATTERIE ORDINATEUR PORTABLE,40000,0
LEM5070,BATORDPOR,LENOVO BATTERIE ORDINATEUR M5-070 / M50-70 / L13M4A61,BATTERIE ORDINATEUR PORTABLE,20000,5
HPSH03,BATORDPOR,HP BATTERIE ORDINATEUR SH03 / CN03,BATTERIE ORDINATEUR PORTABLE,25000,4
LENT480S,BATORDPOR,LENOVO BATTERIE ORDINATEUR T480S / L17L3P71,BATTERIE ORDINATEUR PORTABLE,25000,4
HPWA03XL,BATORDPOR,HP BATTERIE ORDINATEUR WA03XL / SW03XL,BATTERIE ORDINATEUR PORTABLE,25000,0
HPSE04XL,BATORDPOR,HP BATTERIE ORDINATEUR SE04XL,BATTERIE ORDINATEUR PORTABLE,25000,5
HPDG06XL,BATORDPOR,HP BATTERIE ORDINATEUR DG06XL,BATTERIE ORDINATEUR PORTABLE,25000,2
ASU36,BATORDPOR,ASUS BATTERIE ORDINATEUR U36-TY-4S2P / 1S0104,BATTERIE ORDINATEUR PORTABLE,20000,5
HPBE06XL,BATORDPOR,HP BATTERIE ORDINATEUR BE06XL,BATTERIE ORDINATEUR PORTABLE,25000,0
DEG5M10,BATORDPOR,DELL BATTERIE ORDINATEUR G5M10 62WH/0WYJC2 8V5GX/6MT4T,BATTERIE ORDINATEUR PORTABLE,25000,20
ACALA1432,BATORDPOR,ACER BATTERIE ORDINATEUR AL14A32,BATTERIE ORDINATEUR PORTABLE,10000,2
PHP05A,BOITON2EME,PACKING / BOITE POUR CARTOUCHE HP-05A,BOITE TONER 2EME,1500,270
3.5IDEUSB2.0,BOITIER,BOITIER 3.5 IIDE USB 2.0/ BACK UP PLUS,BOITIER DISQUE DUR,5000,0
CADDY127MM,BOITIER,BOITIER SSD CADDY 12.7MM SATA,BOITIER DISQUE DUR,3000,163
CADDY9.0MM,BOITIER,BOITIER SSD CADDY 9.0MM SATA-3,BOITIER DISQUE DUR,3000,67
CADDY9.5MM,BOITIER,BOITIER SSD CADDY 9.5MM / SATA,BOITIER DISQUE DUR,3000,0
ORIUSB3.0,BOITIER,ORICO BOITIER DISQUE DUR 2577U3 HDD ENCLOSURE 3.0 / 2.5,BOITIER DISQUE DUR,5000,765
SAMSATA2.0,BOITIER,BOITIER DISQUE DUR SATA 3.0 2520u3,BOITIER DISQUE DUR,3000,798
SAMSATAIDEUSB2.0,BOITIER,BOITIER SAMSUNG IDE USB 2.0 / 2.5 INCH,BOITIER DISQUE DUR,1800,0
SATAUSB2.03.0,BOITIER,BOITIER ALL IN 1 DOCKING SATA USB2.0 3.0 TOUTE MODEL DE DISQU DUR AIO,BOITIER DISQUE DUR,9500,57
SSDCASE1,BOITIER,BOITIER DISQUE DUR SSD USB3.0 TO NGFF M.2 LM-711N,BOITIER DISQUE DUR,7500,79
SSDCASE2,BOITIER,SSD USB3.1 TYPE A/C TO PCI -E NVMe SSD ENCLOSURE,BOITIER DISQUE DUR,15000,13
SSDCASE3,BOITIER,BOITIER DISQUE DUR SSD USB3.0 TO NGFF(M.2) SSD HARD DISK BOX,BOITIER DISQUE DUR,5000,41
SSDCASE4,BOITIER,BOITIER SSD USB3.1 TO M.2 NVMe SSD ENCLOSURE AVEC USB TYPE-C,BOITIER DISQUE DUR,15000,73
